id,description,neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,description_clean,desc_word_count,log_price,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price_norm,geo_cluster
1290889196850067881,"Private bedroom with new renovations and furniture, offering shared access to bathrooms and a fully equipped kitchen. This is a budget-friendly choice in a highly convenient location. 6 minutes walk in distance to bus station.  Parking can be difficult nearby, but you may find easier options a few blocks away. <br />With Very Fast Wifi at 500mbps. <br /><br />Perfect for travelers who value convenience and comfort.<br />STR-0007359-Exp5/7/27",Crocker Amazon,37.7134904,-122.441104,Private room,1,7,4.71,f,30,231,30,private bedroom with new renovations and furniture offering shared access to bathrooms and a fully equipped kitchen this is a budgetfriendly choice in a highly convenient location 6 minutes walk in distance to bus station  parking can be difficult nearby but you may find easier options a few blocks away  with very fast wifi at 500mbps   perfect for travelers who value convenience and comfort str0007359exp5727,65,3.9512437185814275,1.0,2.0,1.0,0.12603952614742692,12
1291525471688932424,"Newly furnished modern apartment centrally located in the Mid-Market area of downtown San Francisco with a 24-hour doorman. Guests have full access to a communal roof top lounge equipped with dedicated workspace for work and/or dining tables to entertain guests, full rooftop kitchen, grills, outdoor fireplace and gym. Walking distance to many things: one block away from the Powell Muni/Bart station and a three-minute walk to Union Square. Perfect workspace for short-term corporate stays.",Downtown/Civic Center,37.78403,-122.4092,Entire home/apt,2,4,5.0,f,7,275,46,newly furnished modern apartment centrally located in the midmarket area of downtown san francisco with a 24hour doorman guests have full access to a communal roof top lounge equipped with dedicated workspace for work andor dining tables to entertain guests full rooftop kitchen grills outdoor fireplace and gym walking distance to many things one block away from the powell munibart station and a threeminute walk to union square perfect workspace for shortterm corporate stays,74,4.927253685157205,0.5,0.5,0.5,0.33670187480043323,4
1291938716021157985,Very compact oasis in the heart of the city.  Loft style queen sized bed.  Private en-suite bathroom.  Small sofa.  TV.   Desk.  Closet.  Thermostat-controlled gas fireplace.  Ceiling fan.  Patio.  Housekeeper comes three times a week to insure shared kitchen stays clean.,Western Addition,37.77142,-122.42873,Private room,2,43,4.88,t,11,346,43,very compact oasis in the heart of the city  loft style queen sized bed  private ensuite bathroom  small sofa  tv   desk  closet  thermostatcontrolled gas fireplace  ceiling fan  patio  housekeeper comes three times a week to insure shared kitchen stays clean,40,4.418840607796598,0.5,0.5,0.5,0.22696580997473403,6
1292759642519821841,"Experience San Francisco in the heart of the city.  Tree lined streets filled with historic Victorian homes.<br /><br />Our home was built in 1902 and has been completely upgraded and renovated with respect for the original Victorian design.  <br /><br />Private hotel-style room with private en-suite granite everywhere bathroom.  Private food prep area with microwave, Keurig, and mini-fridge is in your room.   <br /><br />Coin operated washer/dryer.  Housekeeper comes 3 times a week to insure the shared kitchen stays clean.",Western Addition,37.77135,-122.42911,Private room,2,31,4.9,t,16,345,37,experience san francisco in the heart of the city  tree lined streets filled with historic victorian homes  our home was built in 1902 and has been completely upgraded and renovated with respect for the original victorian design    private hotelstyle room with private ensuite granite everywhere bathroom  private food prep area with microwave keurig and minifridge is in your room     coin operated washerdryer  housekeeper comes 3 times a week to insure the shared kitchen stays clean,75,4.442651256490317,0.5,0.5,0.5,0.23210510910952512,6
1293103377538821386,"Welcome to our bright and spacious 3BR/2BA furnished apartment in SF’s sunny Mission District, near the vibrant Castro District — perfect for professionals, families, or remote workers. This 1,300 sq. ft. top-floor unit features stylish furniture, a fully stocked kitchen, in-unit washer/dryer, fast Wi-Fi, and modern updates throughout. Move-in ready with cookware, linens, and home office setup. Enjoy a peaceful space in a vibrant, walkable neighborhood.",Mission,37.75545351905445,-122.41838828678804,Entire home/apt,6,23,4.91,t,0,255,53,welcome to our bright and spacious 3br2ba furnished apartment in sfs sunny mission district near the vibrant castro district  perfect for professionals families or remote workers this 1300 sq ft topfloor unit features stylish furniture a fully stocked kitchen inunit washerdryer fast wifi and modern updates throughout movein ready with cookware linens and home office setup enjoy a peaceful space in a vibrant walkable neighborhood,65,5.41610040220442,0.5,0.3333333333333333,0.5,0.4422147292498375,20
1293178708226898792,"Welcome to your chic and thoughtfully designed apartment in the heart of SF's vibrant Hayes Valley. Newly refurnished and curated with décor from global travels, this space offers both comfort and character.<br /><br />What you’ll love:<br />Central location – Walk to parks, restaurants, cafes, and public transit<br />Work-from-home ready – Desk with curved monitor<br />Modern conveniences – On-site washer/dryer for an easy stay<br />Cozy + stylish – A well-designed space blends global charm with modern touches",Western Addition,37.77618392039871,-122.42824212082692,Entire home/apt,2,6,4.83,f,3,4,26,welcome to your chic and thoughtfully designed apartment in the heart of sfs vibrant hayes valley newly refurnished and curated with dcor from global travels this space offers both comfort and character  what youll love central location  walk to parks restaurants cafes and public transit workfromhome ready  desk with curved monitor modern conveniences  onsite washerdryer for an easy stay cozy  stylish  a welldesigned space blends global charm with modern touches,70,5.062595033026967,0.5,0.5,0.5,0.36591400089391607,6
1293597212625753527,"You'll be close to it all at my dog-friendly street-level flat with laundry, sleeper couch and a sunny garden. Located in a Bernal Heights Victorian, the 1-bedroom-plus apartment is newly remodeled. My tree-lined block is the sweet spot between the bohemian village of Bernal Heights and the bustling Mission St. corridor, which leads straight into the heart of San Francisco. 91 Walk Score, plus easy access to BART, bus, and freeways to Silicon Valley/SFO.",Bernal Heights,37.73638982421163,-122.42312358834538,Entire home/apt,5,12,5.0,t,7,217,66,youll be close to it all at my dogfriendly streetlevel flat with laundry sleeper couch and a sunny garden located in a bernal heights victorian the 1bedroomplus apartment is newly remodeled my treelined block is the sweet spot between the bohemian village of bernal heights and the bustling mission st corridor which leads straight into the heart of san francisco 91 walk score plus easy access to bart bus and freeways to silicon valleysfo,74,5.117993812416755,0.2,0.2,0.6,0.3778712937274176,2
1294466040635394330,"Step into this charming and fully renovated  apartment located just minutes from the iconic Golden Gate Park and close to amazing cafes/restaurants within Inner Richmond.<br /><br />This modern space is perfect for families or anyone looking for a comfortable retreat in San Francisco with space to unwind after a day of exploring the city!<br /><br />Features two sizable double rooms and a stylish open-concept layout that includes a kitchenette, table and comfortable living area with a sofa that converts to a bed.",Inner Richmond,37.77787039735457,-122.46202871759697,Entire home/apt,6,14,5.0,t,13,135,35,step into this charming and fully renovated  apartment located just minutes from the iconic golden gate park and close to amazing cafesrestaurants within inner richmond  this modern space is perfect for families or anyone looking for a comfortable retreat in san francisco with space to unwind after a day of exploring the city  features two sizable double rooms and a stylish openconcept layout that includes a kitchenette table and comfortable living area with a sofa that converts to a bed,80,5.808142489980444,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5268332370622913,15
1294604917901122273,"Charming Private Suite in Cow Hollow – Private Entrance, Prime Location! Welcome to your serene retreat in the heart of San Francisco! This charming private suite is located in the highly desirable Cow Hollow neighborhood, offering a king bed, high ceilings, work desk, TV,  unparalleled privacy, and a prime location.  Walk to Crissy Field and Marina!  Easy access to Downtown SF.",Marina,37.79981,-122.42833,Private room,2,3,4.33,t,0,22,16,charming private suite in cow hollow  private entrance prime location welcome to your serene retreat in the heart of san francisco this charming private suite is located in the highly desirable cow hollow neighborhood offering a king bed high ceilings work desk tv  unparalleled privacy and a prime location  walk to crissy field and marina  easy access to downtown sf,60,4.553876891600541,0.5,0.5,0.5,0.25611209092851955,3
1296451964998206921,"Urban retreat in the heart of SF! This 1100 sq ft townhouse offers modern comfort with access to a pool, hot tub, and gym. Steps from UCSF Medical Center, Giants & Warriors stadiums, and the Embarcadero. Enjoy a bright, spacious layout, a fully equipped kitchen, a dedicated workstation, a queen bed, and a sleeper sofa. Perfect for city explorers and professionals alike.",South of Market,37.77454757446024,-122.38962394331868,Entire home/apt,3,4,5.0,f,2,58,33,urban retreat in the heart of sf this 1100 sq ft townhouse offers modern comfort with access to a pool hot tub and gym steps from ucsf medical center giants  warriors stadiums and the embarcadero enjoy a bright spacious layout a fully equipped kitchen a dedicated workstation a queen bed and a sleeper sofa perfect for city explorers and professionals alike,61,5.988961416889864,0.3333333333333333,0.5,0.3333333333333333,0.5658612604720269,1
1296810800492719676,Bring the whole family to this great place with lots of room for fun.,Inner Richmond,37.7765659,-122.4663726,Entire home/apt,4,0,0.0,f,28,57,19,bring the whole family to this great place with lots of room for fun,14,5.123963979403259,0.75,0.375,1.0,0.3791598967563804,15
1297278311009270287,"1.5 blocks from Dolores Park! Private studio/guest suite in Mission/Dolores. Separate Entrance. Newly Renovated. Peaceful and centrally-located place, near Muni, BART, and one block from the iconic Valencia Street Corridor. Feel the essence of San Francisco in its warmest neighborhood. Restaurants, Groceries, Public Transportation all within blocks.<br />Currently available for 30 nights minimum. It may change in the near future.",Mission,37.76308172800447,-122.42428781780428,Entire home/apt,2,2,5.0,f,0,297,37,15 blocks from dolores park private studioguest suite in missiondolores separate entrance newly renovated peaceful and centrallylocated place near muni bart and one block from the iconic valencia street corridor feel the essence of san francisco in its warmest neighborhood restaurants groceries public transportation all within blocks currently available for 30 nights minimum it may change in the near future,60,4.605170185988092,0.5,0.5,0.5,0.26718325437548895,9
1298103310080470854,"Escape to a tranquil Zen retreat in a charming neighborhood, perfectly located just minutes from San Francisco's downtown and the South Bay. <br /><br />Relax in the lush garden oasis ideal for meditation. Enjoy clean, modern amenities, art deco vibes, board games, a pristine private bathroom with luxurious toiletries, your own private living room with art, organic tea and coffee. <br /><br />The unit is an in-law suite with private entrance. Families traveling with infants are welcome, accommodations are available",Bernal Heights,37.73767321844565,-122.4122489220224,Entire home/apt,3,20,4.65,f,15,221,46,escape to a tranquil zen retreat in a charming neighborhood perfectly located just minutes from san franciscos downtown and the south bay   relax in the lush garden oasis ideal for meditation enjoy clean modern amenities art deco vibes board games a pristine private bathroom with luxurious toiletries your own private living room with art organic tea and coffee   the unit is an inlaw suite with private entrance families traveling with infants are welcome accommodations are available,76,4.983606621708336,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3488651132651026,2
1298513176981151674,"Experience the charm of San Francisco from this cozy and romantic  apartment in the heart of Mission Bay. Perfectly located just a short walk away from Oracle Park, home of the San Francisco Giants, and the Warriors' Chase Center, our apartment offers the ultimate convenience for sports enthusiasts and concert-goers alike.<br /><br />Welcome to your serene oasis amidst the bustling city! This charming apartment is thoughtfully designed to provide a comfortable and intimate setting guests!",South of Market,37.7742931,-122.3912079,Entire home/apt,3,12,5.0,t,30,169,64,experience the charm of san francisco from this cozy and romantic  apartment in the heart of mission bay perfectly located just a short walk away from oracle park home of the san francisco giants and the warriors chase center our apartment offers the ultimate convenience for sports enthusiasts and concertgoers alike  welcome to your serene oasis amidst the bustling city this charming apartment is thoughtfully designed to provide a comfortable and intimate setting guests,74,6.278521424165844,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6283599984949072,1
1298837089229501757,"Enjoy a San Francisco visit in this cozy garden suite. <br />Our spacious guest suite is part of a deatched single family home and it has a separate entrance and private view/use of a lush garden and patio. Located in a quiet and residential San Francisco neighborhood, this space is the ideal mix of convenience and location. Perfect place as your base for solo adventurers, couples, and business travelers.<br /><br />Coffee, fridge, microwave, wifi, smart TV, peloton for your use.",Crocker Amazon,37.70947,-122.42849,Entire home/apt,2,30,4.7,f,22,349,41,enjoy a san francisco visit in this cozy garden suite  our spacious guest suite is part of a deatched single family home and it has a separate entrance and private viewuse of a lush garden and patio located in a quiet and residential san francisco neighborhood this space is the ideal mix of convenience and location perfect place as your base for solo adventurers couples and business travelers  coffee fridge microwave wifi smart tv peloton for your use,78,4.653960350157523,0.5,0.5,1.0,0.27771414127939864,12
1299004619326309760,"Comfortable 3 bedroom/2.5 bathroom, in a single-family house in San Francisco.<br />The neighborhood is quiet and safe, with Plenty of driveway parking and Street parking.<br /><br />- 14 minutes walking distance to Balboa Park BART;<br />- 19 min drive to Golden Gate Park<br />- 19 min drive to UCSF medical center<br />- 30 min drive to Golden gate bridge<br />- 16 min drive to Twin peaks<br />- 19 min drive to Downtown SF<br />- 15 mins drive to SFO",Excelsior,37.7171998,-122.4391585,Entire home/apt,8,8,4.25,f,7,325,38,comfortable 3 bedroom25 bathroom in a singlefamily house in san francisco the neighborhood is quiet and safe with plenty of driveway parking and street parking   14 minutes walking distance to balboa park bart  19 min drive to golden gate park  19 min drive to ucsf medical center  30 min drive to golden gate bridge  16 min drive to twin peaks  19 min drive to downtown sf  15 mins drive to sfo,71,5.583496308781699,0.375,0.3125,0.625,0.47834552303485256,12
1299319527070480909,"Based in Sunshine location, location, location, this junior one bedroom apartment on the top floor.<br /> is close to Golden gate park , De Young Mueum , USF,  UC Medical Center, Kaiser, Saint Mary’s hospitals. And few minutes bus ride to downtown You’ll love this place because of the location, it is good for couples, solo adventurers, and business travelers. Keep it simple at this peaceful and centrally-located place.<br />And with walking score of 98 it’s bicyclist and Walker’s paradise",Haight Ashbury,37.7718275,-122.4467644,Entire home/apt,2,1,5.0,t,7,282,23,based in sunshine location location location this junior one bedroom apartment on the top floor  is close to golden gate park  de young mueum  usf  uc medical center kaiser saint marys hospitals and few minutes bus ride to downtown youll love this place because of the location it is good for couples solo adventurers and business travelers keep it simple at this peaceful and centrallylocated place and with walking score of 98 its bicyclist and walkers paradise,77,4.442651256490317,0.5,0.5,0.5,0.23210510910952512,24
1300735912600058631,"You get the whole fully furnished place to yourself. It has a working station, Wi-Fi and everything you need for your comfortable stay. <br /><br />The location is 10 min walk from SF Caltrain station, near Embarcadero Muni, 5 min from SF Tower. Safe neighborhood. 15 min from Pier 39.",South of Market,37.78547132256598,-122.3888469699536,Entire home/apt,2,0,0.0,f,0,71,18,you get the whole fully furnished place to yourself it has a working station wifi and everything you need for your comfortable stay   the location is 10 min walk from sf caltrain station near embarcadero muni 5 min from sf tower safe neighborhood 15 min from pier 39,48,4.624972813284271,0.5,0.5,0.5,0.2714574607038823,1
1300991955659029312,"We now cover gas and electric Internet, water and garbage.<br />PG&E, that’s gas electric<br />We added a $900 a month fee.<br />Anything below 900 will be reimbursed to the guest.<br /><br />Fully furnished, peaceful, and spacious home designed with traveling nurses in mind. Ideally located near UCSF Parnassus and Mission Bay campuses, and within walking distance to Whole Foods, Luke’s Local, shops, and restaurants. Unwind by the cozy fireplace after a long shift—your perfect home away from home awaits!",Haight Ashbury,37.76435,-122.44793,Entire home/apt,4,3,3.67,t,15,350,8,we now cover gas and electric internet water and garbage pge thats gas electric we added a 900 a month fee anything below 900 will be reimbursed to the guest  fully furnished peaceful and spacious home designed with traveling nurses in mind ideally located near ucsf parnassus and mission bay campuses and within walking distance to whole foods lukes local shops and restaurants unwind by the cozy fireplace after a long shiftyour perfect home away from home awaits,78,5.75890177387728,1.0,0.75,1.0,0.5162051028639886,21
1301105898935799738,"Welcome to your perfect getaway in San Francisco! This inviting 2-bedroom, 1-bath guest suite is located on the lower level of a single-family home, offering privacy and comfort. Nestled in the quiet Portola neighborhood near John McLaren Park, this charming space is ideal for travelers seeking peaceful retreat.",Excelsior,37.725216746556015,-122.41541441812916,Entire home/apt,6,33,4.76,f,14,239,33,welcome to your perfect getaway in san francisco this inviting 2bedroom 1bath guest suite is located on the lower level of a singlefamily home offering privacy and comfort nestled in the quiet portola neighborhood near john mclaren park this charming space is ideal for travelers seeking peaceful retreat,48,4.77912349311153,0.3333333333333333,0.16666666666666666,0.5,0.30472939989605935,2
1301234948874689587,"Entire house with 4 bedrooms/2.5 bathrooms in San Francisco. Great for  families and a group of friends.<br />The neighborhood is quiet and safe, with 4 private driveway parking spot.<br />Every bedroom has a Private TV in bedroom<br /><br />- 14 minutes walking distance to Balboa Park BART;<br />- 19 min drive to Golden Gate Park<br />- 19 min drive to UCSF medical center<br />- 30 min drive to Golden gate bridge<br />- 16 min drive to Twin peaks<br />- 19 min drive to Downtown SF<br />- 15 mins drive to SFO",Excelsior,37.7171998,-122.4391585,Entire home/apt,9,5,5.0,f,7,325,38,entire house with 4 bedrooms25 bathrooms in san francisco great for  families and a group of friends the neighborhood is quiet and safe with 4 private driveway parking spot every bedroom has a private tv in bedroom   14 minutes walking distance to balboa park bart  19 min drive to golden gate park  19 min drive to ucsf medical center  30 min drive to golden gate bridge  16 min drive to twin peaks  19 min drive to downtown sf  15 mins drive to sfo,83,5.8289456176102075,0.4444444444444444,0.2777777777777778,0.6666666666666666,0.5313233917491226,12
1302476700948020456,"You'll have your own bedroom and full use of common spaces in my sunny, 750 sq.ft. street-level Victorian unit, including laundry and a shared yard. Pet-friendly (rules apply)! Friendly, knowledgable host. My tree-lined block is the sweet spot between the warm, bohemian village of Bernal Heights and the bustling Mission St. corridor leading straight into the heart of San Francisco. 91 Walk Score plus easy access to BART, bus, and freeways to Silicon Valley/SFO.",Bernal Heights,37.73696563897328,-122.42252968804992,Private room,5,1,5.0,t,7,312,65,youll have your own bedroom and full use of common spaces in my sunny 750 sqft streetlevel victorian unit including laundry and a shared yard petfriendly rules apply friendly knowledgable host my treelined block is the sweet spot between the warm bohemian village of bernal heights and the bustling mission st corridor leading straight into the heart of san francisco 91 walk score plus easy access to bart bus and freeways to silicon valleysfo,74,5.135798437050262,0.2,0.2,0.6,0.38171425042932383,2
1302824417357723408,"Our home was built in 1902 and has been completely upgraded and renovated with respect for the original Victorian design.  <br /><br />Private hotel-style room with private en-suite granite everywhere bathroom.  Private food prep area with microwave, Keurig, and mini-fridge is in your room.    Your room has its own workspace area, ceiling fan, and thermostat controlled gas fireplace.",Western Addition,37.77007,-122.43105,Private room,2,36,4.94,t,18,342,13,our home was built in 1902 and has been completely upgraded and renovated with respect for the original victorian design    private hotelstyle room with private ensuite granite everywhere bathroom  private food prep area with microwave keurig and minifridge is in your room    your room has its own workspace area ceiling fan and thermostat controlled gas fireplace,56,4.394449154672439,0.5,0.5,0.5,0.22170114979895486,6
1303002804606809665,"Experience modern comfort in this high-end, newly renovated unit in a stunning mid-century building. Meticulously sterilized and ready for its first residents post-remodel, this space offers unparalleled comfort. Nestled in the heart of Hayes Valley/Lower Haight, you’ll be steps from cafes, shops, and public transit. Each room is 100% secure with advanced electronic locks, ensuring your peace of mind in this prime, super convenient location.",Western Addition,37.77368628146201,-122.4290060529302,Private room,2,0,0.0,f,0,243,52,experience modern comfort in this highend newly renovated unit in a stunning midcentury building meticulously sterilized and ready for its first residents postremodel this space offers unparalleled comfort nestled in the heart of hayes valleylower haight youll be steps from cafes shops and public transit each room is 100 secure with advanced electronic locks ensuring your peace of mind in this prime super convenient location,65,4.290459441148391,0.5,0.5,0.5,0.19925597194530387,6
1303341594023070556,"Comfortable 1 bedroom furnished apartment in the heart of city's premier neighborhood. Excellent location and within walking distance to all the city has to offer. Great restaurant, gyms, bars and cafes surround the neighborhood.  Cable car goes right in front of the building but you would never know it. Also conveniently located to several bus lines and tech bus stops. Proximity to Union Square, Fisherman's Wharf, North Beach and many other popular neighborhoods.",Nob Hill,37.7949866,-122.4183572,Entire home/apt,2,2,4.5,t,2,325,17,comfortable 1 bedroom furnished apartment in the heart of citys premier neighborhood excellent location and within walking distance to all the city has to offer great restaurant gyms bars and cafes surround the neighborhood  cable car goes right in front of the building but you would never know it also conveniently located to several bus lines and tech bus stops proximity to union square fishermans wharf north beach and many other popular neighborhoods,73,4.727387818712341,0.5,0.5,0.5,0.2935627529853547,10
1303453369843544616,"Experience San Francisco’s charm in our historic Mission District residence! This versatile 7-bedroom, 3-bathroom home features vintage details, hardwood floors, and modernized kitchen and baths. Enjoy high ceilings, abundant natural light, a serene garden, storage, and convenient parking. Ideally located near Valencia Street and 24th Street BART, it’s the perfect base for exploring the vibrant Mission neighborhood. Don’t miss out—book your stay today!",Mission,37.75543682853956,-122.41683411038645,Entire home/apt,12,0,0.0,f,0,282,47,experience san franciscos charm in our historic mission district residence this versatile 7bedroom 3bathroom home features vintage details hardwood floors and modernized kitchen and baths enjoy high ceilings abundant natural light a serene garden storage and convenient parking ideally located near valencia street and 24th street bart its the perfect base for exploring the vibrant mission neighborhood dont miss outbook your stay today,63,5.703782474656201,0.5833333333333334,0.25,0.75,0.5043081331324619,20
1303685505068081785,"Indulge in the epitome of Luxury in downtown SF! This  studio is nestled with the renowned Line Hotel offering a lavish blend of top-tier finishes,  amenities, and unforgettable experiences. It houses Michelin TenderHeart restaurant & Rise over Run rooftop bar (20% discounts for you :D It  is incredibly convenient, just steps away from: buses, trains, shopping, bars, restaurants, theatre, museums etc. TransUnion background check required if you don't have Airbnb reviews",Downtown/Civic Center,37.78311,-122.40953,Entire home/apt,4,4,4.5,f,15,344,40,indulge in the epitome of luxury in downtown sf this  studio is nestled with the renowned line hotel offering a lavish blend of toptier finishes  amenities and unforgettable experiences it houses michelin tenderheart restaurant  rise over run rooftop bar 20 discounts for you d it  is incredibly convenient just steps away from buses trains shopping bars restaurants theatre museums etc transunion background check required if you dont have airbnb reviews,70,5.703782474656201,0.25,0.25,0.5,0.5043081331324619,4
1303961541918091797,"Charming 1BR Victorian steps from the Panhandle and Golden Gate Park, offering easy access to vibrant street life with bars, restaurants, and a supermarket all within walking distance.",Haight Ashbury,37.77181201046846,-122.4496192570482,Entire home/apt,4,2,5.0,t,1,150,55,charming 1br victorian steps from the panhandle and golden gate park offering easy access to vibrant street life with bars restaurants and a supermarket all within walking distance,28,5.298317366548036,0.25,0.25,0.5,0.41679239569528753,24
1304085809146139539,"Experience the best of both worlds in San Francisco: the quiet and safety of a residential neighborhood, and proximity to downtown and the city's other attractions, all accessible with a 15 minute ride.<br /><br />This is an entire house with two bedrooms, two bathrooms, and two kitchens.",Excelsior,37.72108,-122.42533,Entire home/apt,4,1,5.0,t,17,46,34,experience the best of both worlds in san francisco the quiet and safety of a residential neighborhood and proximity to downtown and the citys other attractions all accessible with a 15 minute ride  this is an entire house with two bedrooms two bathrooms and two kitchens,46,4.700480365792417,0.5,0.5,0.5,0.2877550384921633,12
1304524699237163893,"Newly listed! Peaceful and centrally-located apt in Inner Richmond! Private room with shared bath in 4bdm/2ba apt on 1st floor.<br />Desk with comfortable chair<br />Each room 1 person<br />Shared: kitchen, living, and dining. <br />Shared bathroom with 1 other person.<br /><br />Coin laundry  <br /><br />Inner Richmond, 98/100 Walkscore!! <br />Central to everything and public transportation, easy freeway access. <br />Mins to FiDI.<br />1/2 block to Muni bus<br />Farmers Mkt on Sundays!<br />Great neighborhood feel. Walk to GGP",Inner Richmond,37.78118389141877,-122.45952845994974,Private room,1,0,0.0,t,30,180,24,newly listed peaceful and centrallylocated apt in inner richmond private room with shared bath in 4bdm2ba apt on 1st floor desk with comfortable chair each room 1 person shared kitchen living and dining  shared bathroom with 1 other person  coin laundry    inner richmond 98100 walkscore  central to everything and public transportation easy freeway access  mins to fidi 12 block to muni bus farmers mkt on sundays great neighborhood feel walk to ggp,72,4.430816798843313,1.0,1.0,1.0,0.22955075543658165,24
1305111368863437527,"This elegant resort is a quiet haven in San Francisco’s Union Square neighborhood. After spending your days touring the picturesque hills, parks, and waterfront by foot or famous cable car, step into a therapeutic hot tub or sauna before settling on the rooftop deck, cocktail in hand, to admire the city lights.",Downtown/Civic Center,37.78846120245842,-122.40848879259885,Entire home/apt,4,0,0.0,t,25,63,37,this elegant resort is a quiet haven in san franciscos union square neighborhood after spending your days touring the picturesque hills parks and waterfront by foot or famous cable car step into a therapeutic hot tub or sauna before settling on the rooftop deck cocktail in hand to admire the city lights,52,4.897839799950911,0.0,0.25,0.5,0.3303531710445616,4
1305115465062578509,"This elegant resort is a quiet haven in San Francisco’s Union Square neighborhood. After spending your days touring the picturesque hills, parks, and waterfront by foot or famous cable car, step into a therapeutic hot tub or sauna before settling on the rooftop deck, cocktail in hand, to admire the city lights.",Downtown/Civic Center,37.78691,-122.41014,Entire home/apt,4,1,5.0,t,30,63,38,this elegant resort is a quiet haven in san franciscos union square neighborhood after spending your days touring the picturesque hills parks and waterfront by foot or famous cable car step into a therapeutic hot tub or sauna before settling on the rooftop deck cocktail in hand to admire the city lights,52,4.897839799950911,0.0,0.25,0.5,0.3303531710445616,4
1305117835745382702,"This elegant resort is a quiet haven in San Francisco’s Union Square neighborhood. After spending your days touring the picturesque hills, parks, and waterfront by foot or famous cable car, step into a therapeutic hot tub or sauna before settling on the rooftop deck, cocktail in hand, to admire the city lights.",Downtown/Civic Center,37.78675105507602,-122.41098690231144,Entire home/apt,4,1,5.0,t,30,68,38,this elegant resort is a quiet haven in san franciscos union square neighborhood after spending your days touring the picturesque hills parks and waterfront by foot or famous cable car step into a therapeutic hot tub or sauna before settling on the rooftop deck cocktail in hand to admire the city lights,52,4.897839799950911,0.0,0.25,0.5,0.3303531710445616,4
1305119314752676288,"This elegant resort is a quiet haven in San Francisco’s Union Square neighborhood. After spending your days touring the picturesque hills, parks, and waterfront by foot or famous cable car, step into a therapeutic hot tub or sauna before settling on the rooftop deck, cocktail in hand, to admire the city lights.",Downtown/Civic Center,37.78725,-122.40929,Entire home/apt,4,0,0.0,t,30,68,39,this elegant resort is a quiet haven in san franciscos union square neighborhood after spending your days touring the picturesque hills parks and waterfront by foot or famous cable car step into a therapeutic hot tub or sauna before settling on the rooftop deck cocktail in hand to admire the city lights,52,4.897839799950911,0.0,0.25,0.5,0.3303531710445616,4
1305120874969374569,"This elegant resort is a quiet haven in San Francisco’s Union Square neighborhood. After spending your days touring the picturesque hills, parks, and waterfront by foot or famous cable car, step into a therapeutic hot tub or sauna before settling on the rooftop deck, cocktail in hand, to admire the city lights.",Downtown/Civic Center,37.78720699330789,-122.4093918469886,Entire home/apt,4,1,5.0,t,30,68,40,this elegant resort is a quiet haven in san franciscos union square neighborhood after spending your days touring the picturesque hills parks and waterfront by foot or famous cable car step into a therapeutic hot tub or sauna before settling on the rooftop deck cocktail in hand to admire the city lights,52,4.897839799950911,0.0,0.25,0.5,0.3303531710445616,4
1305148259945059340,"This elegant resort is a quiet haven in San Francisco’s Union Square neighborhood. After spending your days touring the picturesque hills, parks, and waterfront by foot or famous cable car, step into a therapeutic hot tub or sauna before settling on the rooftop deck, cocktail in hand, to admire the city lights.",Downtown/Civic Center,37.78864161708727,-122.40972435548665,Entire home/apt,4,2,5.0,t,24,62,40,this elegant resort is a quiet haven in san franciscos union square neighborhood after spending your days touring the picturesque hills parks and waterfront by foot or famous cable car step into a therapeutic hot tub or sauna before settling on the rooftop deck cocktail in hand to admire the city lights,52,4.897839799950911,0.0,0.25,0.5,0.3303531710445616,4
1305149757643261745,"This elegant resort is a quiet haven in San Francisco’s Union Square neighborhood. After spending your days touring the picturesque hills, parks, and waterfront by foot or famous cable car, step into a therapeutic hot tub or sauna before settling on the rooftop deck, cocktail in hand, to admire the city lights.",Downtown/Civic Center,37.78888,-122.41134,Entire home/apt,4,0,0.0,t,30,68,39,this elegant resort is a quiet haven in san franciscos union square neighborhood after spending your days touring the picturesque hills parks and waterfront by foot or famous cable car step into a therapeutic hot tub or sauna before settling on the rooftop deck cocktail in hand to admire the city lights,52,4.897839799950911,0.0,0.25,0.5,0.3303531710445616,4
1305151124636512046,"This elegant resort is a quiet haven in San Francisco’s Union Square neighborhood. After spending your days touring the picturesque hills, parks, and waterfront by foot or famous cable car, step into a therapeutic hot tub or sauna before settling on the rooftop deck, cocktail in hand, to admire the city lights.",Downtown/Civic Center,37.78755545663056,-122.411390084346,Entire home/apt,4,0,0.0,t,30,68,40,this elegant resort is a quiet haven in san franciscos union square neighborhood after spending your days touring the picturesque hills parks and waterfront by foot or famous cable car step into a therapeutic hot tub or sauna before settling on the rooftop deck cocktail in hand to admire the city lights,52,4.897839799950911,0.0,0.25,0.5,0.3303531710445616,4
